Type d'appareil;Marque;Modèle;Nom;Prix-HT;Image;URL;EAN-13
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Bouton On/Off et Volume Premium Samsung Galaxy S21 Plus 5G G996 Noir;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39374?size=bg;bouton-on-off-samsung-galaxy-s21-plus-5g-g996-noir;3000000080092
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Bouton On/Off et Volume Premium Samsung Galaxy S21 Plus 5G G996 Phantom Silver;2,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/64942?size=bg;bouton-on-off-samsung-galaxy-s21-plus-5g-g996-phantom-silver;3000000080085
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Bouton On/Off Original Samsung Galaxy S21 Plus 5G G996 GH98-46203A Noir;1,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39370?size=bg;bouton-on-off-original-samsung-galaxy-s21-plus-5g-g996-gh98-46203a-noir;3000000195529
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Bouton On/Off Original Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 GH98-46203B Phantom Violet;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39326?size=bg;bouton-on-off-original-samsung-galaxy-s21-plus-5g-g996-gh98-46203b-phantom-violet;3000000195512
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Bouton On/Off Original Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 GH98-46203C Phantom Silver;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/64945?size=bg;bouton-on-off-original-samsung-galaxy-s21-plus-5g-g996-gh98-46203c-phantom-silver;3000000195505
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Original Samsung Galaxy S21 Plus 5G G996 GH82-24505A Phantom Black;24,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30789?size=bg;cache-arriere-samsung-galaxy-s21-plus-5g-g996-phantom-black;3000000077795
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Original Samsung Galaxy S21 Plus 5G G996 GH82-24505B Phantom Violet;23,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30790?size=bg;cache-arriere-samsung-galaxy-s21-plus-5g-phantom-violet;3000000068779
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Original Samsung Galaxy S21 Plus 5G G996 GH82-24505C Phantom Silver;25,25;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30792?size=bg;cache-arriere-samsung-galaxy-s21-plus-5g-phantom-silver;3000000068762
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Original Samsung Galaxy S21 Plus 5G G996 GH82-24505E Phantom Gold;29,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30793?size=bg;cache-arriere-samsung-galaxy-s21-plus-5g-g996-phantom-gold;3000000079614
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Original Samsung Galaxy S21 Plus 5G G996 GH82-24505G Phantom Red;29,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30795?size=bg;cache-arriere-samsung-galaxy-s21-plus-5g-g996-phantom-red;3000000079607
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Premium Samsung Galaxy S21 Plus 5G G996 Phantom Black;12,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30796?size=bg;cache-arriere-premium-samsung-galaxy-s21-plus-5g-g996-phantom-black;3000000138373
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Premium Samsung Galaxy S21 Plus 5G G996 Phantom Gold;12,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30799?size=bg;cache-arriere-premium-samsung-galaxy-s21-plus-5g-g996-phantom-gold;3000000138380
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Premium Samsung Galaxy S21 Plus 5G G996 Phantom Red;12,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30801?size=bg;cache-arriere-premium-samsung-galaxy-s21-plus-5g-g996-phantom-red;3000000138397
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Premium Samsung Galaxy S21 Plus 5G G996 Phantom Silver;12,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30802?size=bg;cache-arriere-premium-samsung-galaxy-s21-plus-5g-g996-phantom-silver;3000000138427
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Cache Arrière Premium Samsung Galaxy S21 Plus 5G G996 Phantom Violet;12,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30804?size=bg;cache-arriere-premium-samsung-galaxy-s21-plus-5g-g996-phantom-violet;3000000138434
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Caméra Ultra Grand Angle Original Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 GH96-13963A 12MP;16,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39303?size=bg;camera-ultra-grand-angle-samsung-galaxy-s21-5g-g991-galaxy-s21-plus-5g-g996-12mp;3000000079362
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Caméra Ultra Grand Angle Premium Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 12MP;4,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39304?size=bg;camera-ultra-grand-angle-premium-samsung-galaxy-s21-plus-5g-g996-12mp;3000000195598
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Caméra Visio Originale Samsung Galaxy S21 Plus 5G G996 GH96-13973A 10MP;18,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39305?size=bg;camera-visio-originale-samsung-galaxy-s21-plus-5g-g996-gh96-13973a;3000000195604
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Caméra Visio Premium Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 10MP;1,58;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39344?size=bg;camera-visio-samsung-galaxy-s21-plus-5g-g996;3000000075142
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Connecteur de Charge Original Pulled (PIEC) Samsung Galaxy S21 Plus 5G G996;12,25;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/84850?size=bg;connecteur-de-charge-original-pulled-piec-samsung-galaxy-s21-plus-5g-g996;3000000398845
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Connecteur de Charge Original Samsung Galaxy S21 Plus 5G G996 GH96-13993A;15,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/62667?size=bg;connecteur-de-charge-original-samsung-galaxy-s21-plus-5g-g996-gh96-13993a;3000000152447
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Connecteur de Charge Premium Samsung Galaxy S21 Plus 5G G996;6,38;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/21258?size=bg;connecteur-de-charge-samsung-galaxy-s21-plus-5g;3000000068786
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Connecteur de Charge Premium Samsung Galaxy S21 Plus 5G G996 (Version US);3,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/81274?size=bg;connecteur-de-charge-premium-samsung-galaxy-s21-plus-5g-g996-version-us;3000000389874
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection ID045 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Jaune;1;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/60868?size=bg;coque-de-protection-id045-protect-pour-samsung-galaxy-s21-plus-5g-g996-jaune;3000000301210
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection ID045 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Rose;1;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/60869?size=bg;coque-de-protection-id045-protect-pour-samsung-galaxy-s21-plus-5g-g996-rose;3000000301203
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection ID045 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Vert;1;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/60866?size=bg;coque-de-protection-id045-protect-pour-samsung-galaxy-s21-plus-5g-g996-vert;3000000301234
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection ID045 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Violet;1;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/60867?size=bg;coque-de-protection-id045-protect-pour-samsung-galaxy-s21-plus-5g-g996-violet;3000000301227
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection IX008 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Blanc;1,15;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46794?size=bg;coque-de-protection-ix008-protect-pour-samsung-galaxy-s21-plus-5g-g996-blanc;3000000243480
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection IX008 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Bleu Clair;1,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46795?size=bg;coque-de-protection-ix008-protect-pour-samsung-galaxy-s21-plus-5g-g996-bleu-clair;3000000243497
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection IX008 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Lavander;1,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46796?size=bg;coque-de-protection-ix008-protect-pour-samsung-galaxy-s21-plus-5g-g996-lavande;3000000243473
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection IX008 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Noir;1,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46797?size=bg;coque-de-protection-ix008-protect-pour-samsung-galaxy-s21-plus-5g-g996-noir;3000000243411
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection IX008 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Prune;1,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46798?size=bg;coque-de-protection-ix008-protect-pour-samsung-galaxy-s21-plus-5g-g996-prune;3000000243435
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque de Protection IX008 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Rouge;1,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46799?size=bg;coque-de-protection-ix008-protect-pour-samsung-galaxy-s21-plus-5g-g996-rouge;3000000243428
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#16) Bleu Marine;2,42;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54212?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-16-bleu-marine;3000000277300
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#17) Rose;2,43;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54204?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-17-rose;3000000277348
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#18) Rose Gold;2,43;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54202?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-18-rose-gold;3000000277355
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#3) Noir;2,42;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54206?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-3-noir;3000000277331
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#5) Gris;2,42;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54210?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-5-gris;3000000277317
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#7) Mauve;2,43;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54208?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-7-mauve;3000000277324
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Compatible pour Samsung Galaxy S21 Plus 5G G996 (#9) Blanc;2,43;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54214?size=bg;coque-silicone-compatible-pour-samsung-galaxy-s21-plus-5g-g996-9-blanc;3000000277294
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone PROTECT pour Samsung Galaxy S21 Plus 5G G996 Transparent;1,46;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/80345?size=bg;coque-silicone-mobilax-pour-samsung-galaxy-s30-plus-transparent;3000000060124
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Coque Silicone Renforcée PROTECT pour Samsung Galaxy S21 Plus 5G G996 Transparent;1,84;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/66522?size=bg;coque-renforcee-mobilax-pour-samsung-galaxy-s21-plus-5g-transparent;3000000071588
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Écouteur Interne Original Samsung Galaxy S21 Plus 5G G996 GH97-25964A;9,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39435?size=bg;haut-parleur-original-samsung-galaxy-s21-plus-5g-g996-gh97-25964a;3000000195635
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Écouteur Interne Premium Samsung Galaxy S21 Plus 5G G996;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/54706?size=bg;haut-parleur-samsung-galaxy-s21-plus-5g-g996;3000000077078
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Oled avec Châssis Samsung Galaxy S21 Plus 5G G996 Noir;48,9;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/46235?size=bg;ecran-tactile-oled-avec-chassis-samsung-galaxy-s21-plus-5g-g996-original-size-noir;3000000239629
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Original Samsung Galaxy S21 Plus 5G G996 GH82-24553B GH82-24554B Phantom Violet;136,4;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/26501?size=bg;ecran-tactile-original-samsung-galaxy-s21-plus-5g-g996-phantom-violet-gh82-24553b-gh82-24554b;3000000109939
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Original Samsung Galaxy S21 Plus 5G G996 GH82-24553C GH82-24554C GH82-27268C Phantom Silver;129,4;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/26502?size=bg;ecran-tactile-original-samsung-galaxy-s21-plus-5g-g996-phantom-silver-gh82-24553c-gh82-24554c;3000000109946
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Original Samsung Galaxy S21 Plus 5G G996 GH82-27267A GH82-27268A GH82-27272A GH82-24553A GH82-24554A (No Camera) Phantom Black;119,4;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/27918?size=bg;ecran-tactile-original-samsung-galaxy-s21-plus-5g-g996-phantom-black-gh82-27268a;3000000118962
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Original sans Châssis Samsung Galaxy S21 Plus 5G G996  GH96-13940A GH96-13940B  Noir;94,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/76683?size=bg;ecran-tactile-original-sans-chassis-samsung-galaxy-s21-plus-5g-g996-gh96-13940b-gh96-13940a-noir;3000000366196
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Soft Oled avec Châssis Samsung Galaxy S21 Plus 5G G996 Gris;48,9;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/58275?size=bg;ecran-tactile-soft-oled-avec-chassis-samsung-galaxy-s21-plus-5g-g996-gris;3000000297285
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Soft Oled avec Châssis Samsung Galaxy S21 Plus 5G G996 Noir;48,9;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/72344?size=bg;ecran-tactile-soft-oled-avec-chassis-samsung-galaxy-s21-plus-5g-g996-noir;3000000297278
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Ecran Tactile Soft Oled avec Châssis Samsung Galaxy S21 Plus 5G G996 Or;48,9;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/58282?size=bg;ecran-tactile-soft-oled-avec-chassis-samsung-galaxy-s21-plus-5g-g996-or;3000000297261
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Film de Protection EXTREME PROTECT pour Samsung Galaxy S21 Plus 5G G996 Transparent;2,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/73800?size=bg;film-de-protection-extreme-protect-pour-samsung-galaxy-s21-plus-5g-g996-transparent;3000000346815
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Haut-Parleur Original Samsung Galaxy S21 Plus 5G G996 GH96-13996A;8,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39433?size=bg;buzzer-original-samsung-galaxy-s21-plus-5g-g996-gh96-13996a;3000000195536
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Haut-Parleur Premium Samsung Galaxy S21 Plus 5G G996;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39432?size=bg;buzzer-samsung-galaxy-s21-plus-5g-g996;3000000079645
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Housse de Protection IP011 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Bleu Marine;2,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/72577?size=bg;housse-de-protection-ip011-protect-pour-samsung-galaxy-s21-plus-5g-g996-bleu-marine;3000000341124
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Housse de Protection IP011 PROTECT pour Samsung Galaxy S21 Plus 5G G996 Noir;2,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/72575?size=bg;housse-de-protection-ip011-protect-pour-samsung-galaxy-s21-plus-5g-g996-noir;3000000341117
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Lentille Premium Samsung Galaxy S21 Plus 5G G996 Noir;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/34546?size=bg;support-lentille-samsung-galaxy-s21-plus-5g-g996-phantom-black-gh98-46213a;3000000068755
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Moule pour Machine de Polissage de Vitre de Smartphone REFOX pour Samsung Galaxy S21 Plus 5G G996;12,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/71645?size=bg;moule-pour-machine-de-polissage-de-vitre-refox-pour-samsung-galaxy-s21-plus-5g-g996;3000000333167
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe de Connexion Originale Samsung Galaxy S21 Plus 5G G996 GH59-15400A GH82-28163A;6,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/41704?size=bg;nappe-de-connexion-original-samsung-galaxy-s21-plus-5g-g996-gh59-15400a;3000000195543
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe de Connexion Premium Samsung Galaxy S21 Plus 5G G996;1,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/21584?size=bg;nappe-de-connexion-samsung-galaxy-s21-plus-5g-g996;3000000079676
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe FRC Originale Samsung Galaxy S21 Plus 5G G996 GH59-15405A;6,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/41705?size=bg;nappe-frc-original-samsung-galaxy-s21-plus-5g-g996-gh59-15405a;3000000195550
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe FRC Premium Samsung Galaxy S21 Plus 5G G996;2,45;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/26204?size=bg;nappe-frc-samsung-galaxy-s21-plus-5g-g996;3000000079690
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe LCD Originale Samsung Galaxy S21 Plus 5G G996 GH59-15422A GH82-28164A;5,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/41706?size=bg;nappe-lcd-original-samsung-galaxy-s21-plus-5g-g996-gh59-15422a;3000000195567
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe LCD Premium Samsung Galaxy S21 Plus 5G G996;0,97;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/21585?size=bg;nappe-lcd-samsung-galaxy-s21-plus-5g-g996;3000000079683
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe NFC Originale Samsung Galaxy S21 Plus 5G G996 GH97-25968A;17,4;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/42005?size=bg;nappe-nfc-samsung-galaxy-s21-plus-5g-g996;3000000079669
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe NFC Premium Samsung Galaxy S21 Plus 5G G996;2,42;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/42006?size=bg;nappe-nfc-premium-samsung-galaxy-s21-plus-5g-g996;3000000195574
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe Power On/Off Originale Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 GH59-15378A;1,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/63257?size=bg;nappe-on-off-original-samsung-galaxy-s21-plus-5g-g996-galaxy-s21-5g-g991-gh59-15378a;3000000195581
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Nappe Power On/Off Premium Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991;0,97;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/21549?size=bg;nappe-on-off-samsung-galaxy-s21-5g-g991-galaxy-s21-plus-5g-g996;3000000079447
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Protection Lentille Samsung Galaxy S21 Plus 5G G996 Noir;1,23;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/30966?size=bg;protection-lentille-samsung-galaxy-s21-plus-5g-g996-transparent;3000000133118
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Stickers Adhésif Cache Arrière Samsung Galaxy S21 Plus 5G G996;0,88;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/42767?size=bg;stickers-lcd-samsung-galaxy-s21-plus-5g-g996;3000000199336
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Stickers Adhésif LCD Samsung Galaxy S21 Plus 5G G996 (x10);2,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/79682?size=bg;stickers-lcd-samsung-galaxy-s21-plus-5g-g996-x10;3000000381168
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Stickers Batterie Samsung Galaxy S21 Plus 5G G996;0,78;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/42768?size=bg;sticker-batterie-samsung-galaxy-s21-plus-5g-g996;3000000199343
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir SIM Original Samsung Galaxy S21 Plus 5G G996 GH98-46193A Phantom Black;2,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39476?size=bg;tiroir-sim-original-samsung-galaxy-s21-plus-5g-g996-gh98-46193a-noir;3000000195642
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir SIM Original Samsung Galaxy S21 Plus 5G G996 GH98-46193C Phantom Silver;3,8;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39478?size=bg;tiroir-sim-original-samsung-galaxy-s21-plus-5g-g996-gh98-46193c-phantom-silver;3000000195628
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir SIM Original Samsung Galaxy S21 Plus 5G G996/Galaxy S21 5G G991 GH98-46193B Phantom Violet;3,83;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39488?size=bg;tiroir-sim-original-samsung-galaxy-s21-5g-g991-gh98-46193b-phantom-violet;3000000199916
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir Sim Premium Samsung Galaxy S21 Plus 5G G996 Phantom Black;0,57;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39474?size=bg;tiroir-sim-samsung-galaxy-s21-plus-5g-g996-phantom-black;3000000079935
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir Sim Premium Samsung Galaxy S21 Plus 5G G996 Phantom Gold;0,57;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/56222?size=bg;tiroir-sim-samsung-galaxy-s21-plus-5g-g996-phantom-gold;3000000079775
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir Sim Premium Samsung Galaxy S21 Plus 5G G996 Phantom Red;0,58;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/56220?size=bg;tiroir-sim-samsung-galaxy-s21-plus-5g-g996-phantom-red;3000000079782
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir Sim Premium Samsung Galaxy S21 Plus 5G G996 Phantom Silver;0,57;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39477?size=bg;tiroir-sim-samsung-galaxy-s21-plus-5g-g996-phantom-silver;3000000079942
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Tiroir Sim Premium Samsung Galaxy S21 Plus 5G G996 Phantom Violet;0,58;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39479?size=bg;tiroir-sim-samsung-galaxy-s21-plus-5g-g996-phantom-violet;3000000079928
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Verre Trempé HD PROTECT pour Samsung Galaxy S21 Plus 5G G996 Transparent;2,85;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/73803?size=bg;verre-trempe-hd-protect-pour-samsung-galaxy-s21-plus-5g-g996-transparent;3000000346822
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Verre Trempé Intégral PROTECT pour Samsung Galaxy S21 Plus 5G G996 Noir;1,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/58068?size=bg;verre-trempe-integral-mobilax-pour-samsung-galaxy-s21-plus-5g-transparent;3000000069936
Téléphonie;Samsung;Galaxy S21 Plus 5G G996;Verre Trempé PRIVACY PROTECT pour Samsung Galaxy S21 Plus 5G G996 Transparent;1,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/49025?size=bg;verre-trempe-confidentiel-protect-pour-samsung-galaxy-s21-plus-5g-g996-transparent;3000000235874
Téléphonie;Samsung;Galaxy S21 Ultra 5G G998;Antenne Original Samsung Galaxy S21 Ultra 5G G998 GH97-26022A;18,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/53443?size=bg;antenne-original-samsung-galaxy-s21-ultra-5g-g998-gh97-26022a;3000000281673
Téléphonie;Samsung;Galaxy S21 Ultra 5G G998;Antenne Premium Samsung Galaxy S21 Ultra 5G G998;2,43;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/21574?size=bg;haut-parleur-samsung-galaxy-s21-ultra-5g;3000000073322
Téléphonie;Samsung;Galaxy S21 Ultra 5G G998;Batterie Original Samsung Galaxy S21 Ultra 5G G998 GH82-24592A EB-BG998ABY;21,65;https://apiv2.mobilax.fr/v1.0/assets/images/products/id-image/39363?size=bg;batterie-samsung-galaxy-s21-ultra-5g-eb-bg998aby;3000000068687
